message,user_id,class_id,op_tags,sum_content_text
"用户：您好！最近的系统加载时间特别长，孩子坐那儿都没有耐心，一直就加载。
用户：好，我试试吧
老师：好的~有问题再跟我沟通哈~",67257494,61442,M2,"课程表现：
行为习惯：孩子因系统加载时间长而缺乏耐心
生活情况：
家长需求：希望解决课程系统加载时间长的问题
规划安排：
沟通态度：回复积极"
"用户：您好！麻烦发一下第二月的答案。谢谢
用户：「安安：您好！麻烦发一下第二月的答案。谢谢」
- - - - - - - - - - - - - - -
？
老师：不客气哦",64011082,61449,M3,"课程表现：
行为习惯：
生活情况：
家长需求：家长向老师索要课程第二个月的答案
规划安排：
沟通态度：主动沟通"
"用户：您好！叫叫的字卡在哪里？
老师：优优妈妈 ，在咱们页面的小字卡里面哦
用户：老师您好！我想问问字卡在哪个地方？
用户：好的谢谢您！
老师：不客气哦~应该哒[玫瑰]",78438093,61449,M7,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心课程，咨询叫叫字卡位置
规划安排：
沟通态度：主动沟通，态度礼貌"
"用户：您好！
用户：上次报名第二期是不是有送一个口算？
用户：我刚录，说我不是会员
老师：果宝妈妈，我后台看到没有叫叫口算也，需要问一下一阶报名的蜜米老师
老师：我看后台是有叫叫识字的年卡的
用户：已完成",33950377,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长关注报名送课情况，对叫叫口算会员资格有疑问
规划安排：
沟通态度：主动沟通"
"用户：您好
用户：这次的图书我还没有收到
用户：我上次签收了一个叫叫，是一期的那个礼物，其他的我还没收到
用户：我现在不在家，等我回去再看看丰巢，到时候要没有再和您说吧",55615855,61442,M0,"课程表现：
行为习惯：
生活情况：家长目前不在家，需回家后查看丰巢取叫叫图书
家长需求：
规划安排：
沟通态度：回复积极"
"用户：您好
用户：现在可以预定明年的课程是吗
老师：是的，芃芃妈妈～
老师：咱们现在公司在做活动，咱们老用户是以1700的价格进行购买～
用户：行，我要怎么购买
老师：您点到我的主页～会有一个购买优惠链接～
用户：已购买
用户：三阶，就相当于到2027年2月份吧
用户：嗯嗯，如果我们宝宝一直都下去，可以读到几年级呢
老师：可以读到初中呐～
用户：那还挺好的
老师：嗯嗯～我们叫叫也是深耕阅读呐～
用户：3借启航礼包包含什么
老师：宝贝妈妈，第二张图就是我们三街启航礼包里面的东西～有一个叫叫收纳袋，还有画笔等～
用户：声律启蒙是什么时候开通的，这个在哪学？",67354785,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心孩子阅读课程，有购买课程提升孩子阅读能力的需求
规划安排：家长已购买三阶课程至2027年2月，对孩子长期学习叫叫课程有一定规划
沟通态度：回复积极，主动沟通课程购买及内容相关问题"
"用户：您好
用户：我想问下最近有我的快递吗？[捂脸]我这边收到了取件码，但是不知道是什么？现在件找不到。不知道是不是咱们叫叫寄的
用户：叫叫发货前是不是都会发短信通知
老师：妈妈是不是参加什么活动获得的奖励之类的呀？
老师：近期绘本的话，应该是还没有发放的，应该会在5月20多号的样子才会发。
用户：哦，可能是，我再查查
老师：好的好的，我明天到公司那边也去查一下，是不是我们家在这边发的快递。
老师：没事儿没事儿
老师：左斌妈妈，我今天查了一下，没有查到有什么快递给您寄出来，呃，也有可能是因为我这边，嗯，查不到活动的嘛，您可以点到我们的那个订单里面去看一看。
老师：那他可以在这里面去看一下。
用户：完成了呀
用户：我们早起就完成了
老师：宝贝的阅读他到后面的那个环节，就表达环节那一块儿退出了，所以就显示宝贝没有完成哟。
用户：哦，怎么没学完也有学习报告呢
用户：早上孩子都是自己学，我也没注意看，我看有学习报告，以为学完了呢
用户：哦，看到了
用户：谢谢提醒
老师：没事儿，没事儿。
老师：宝贝妈妈看到您还没有去领我上面给您发的这个免费体验包的内容呢，这个是呃，0元领取2个内容体验包，它是由英语益智每日3个内容两两结合而成的。
老师：因为之前的话，咱们去您这些内容可能还要花19块九九块9去买，那现在的话我们是做活动，可以0元的去领取，再加上现在放暑假了嘛，马上嗯，孩子他又不会经常去玩，放假太热了，在家里面经常看电视，那如果我们利用这样的时间能。给宝宝学点东西，我觉得还是挺不错的，嗯，现在的话我们就可以先领上这个体验包的内容，让宝宝先去感受一下，如果说好呢，那嗯，宝宝就很好嘛，就可以去宝宝报上，那如果觉得不可以，至少说去领取了嘛，然后去体验了嘛。
老师：而且他每上完两节内容，是可以去抽一个10次礼包的奖的，也是比较划算的。",67354785,61442,M4,"课程表现：孩子早上自己学习叫叫阅读，未完成表达环节，但仍收到学习报告
行为习惯：孩子早上能自己学习课程
生活情况：正值暑假，孩子放假在家
家长需求：
规划安排：
沟通态度：回复积极，配合交流"
"用户：您好
用户：我刚加您
用户：还没进群
用户：年前已经关注了
老师：好的呐～可能系统没有识别到
老师：辛苦啦～
用户：昨天我有点事没有回去 孩子没有写成 今晚补上",78208522,61442,M0,"课程表现：
行为习惯：
生活情况：家长年前关注课程，刚加老师还未进群，昨天有事未陪孩子完成课程作业，今晚补上
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：您好
用户：完这边没有送识字卡没
用户：我这边没有送识字卡？
用户：「黄婷婷：我这边没有送识字卡？」
- - - - - - - - - - - - - - -
？
用户：你们有送纸质的识字卡吗？
用户：你能不能认识字？ 怎么不回复？
老师：不好意思宝贝妈妈。之前消息被覆盖了
老师：咱们咱们的识字实体卡是没有的哦
老师：2阶段后期咱们宝贝基本每天是接触2个字，宝贝的识字积累就起来了
用户：每天接触的是1个啊
用户：一 二 三 四
用户： 每天一个
用户：为什么叫叫赠送的书没有对应的故事本？比如说小猴子上山，也没有小猴上山的绘本。 有其他的一堆绘本。 
老师：这是一条引用/回复消息：
""黄婷婷：
为什么叫叫赠送的书没有对应的故事本？比如说小猴子上山，也没有小猴上山的绘本。 有其他的一堆绘本。 ""
------
宝贝妈妈，因为刚刚开启阅读咨询比较大
 不好意思回复晚了，咱们可以拍照给我看看吗
老师：咱们2阶段是有绘本的，我发您物流消息，您先查询一下呢
用户：有这些教材
用户：没有配套的
用户：没有第一月的绘本
用户：找到了",78493341,61449,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长关注课程是否赠送识字卡和配套绘本
规划安排：
沟通态度：家长主动沟通、对老师回复不及时有质疑"
"用户：您好
用户：可以
老师：?乖宝在读故事了吗",67209046,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：您好
用户：点开这个链接，打开后，没法分享到朋友圈呢，老师能指导下吗？
用户：好的，我以为那个短信是叫叫官方给发的呢
老师：午觉睡醒来补读咯~",66808755,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望得到分享链接到朋友圈的指导
规划安排：
沟通态度：主动沟通"
"用户：您好
老师：是的，宝贝妈妈，咱们二阶段的内容也还是在叫叫APP里面～
老师：您说的我们之前发的那些内容是指的什么内容呀？
用户：补习了
老师：宝贝是来补读了我们的老虎学艺吗？
老师：我看宝贝只完成了一半呢～",66681740,61442,M0,"课程表现：孩子补读课程只完成了一半
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动发起沟通"
"用户：您好 这些有配套的书吗
用户：没事 找到啦 被藏起来了
老师：好的呐～
老师：不好意思哈，昨天休息的比较晚
老师：不好意思哈，昨天休息的比较早
老师：没有及时的看到消息
用户：您好，我想申请退款，退款后第一个月没有学完的可以继续使用吗
老师：这是一条引用/回复消息：
""您好，我想申请退款，退款后第一个月没有学完的可以继续使用吗""
------
可以的，会保留首月的内容
老师：请问妈妈是为什么会想要退款呐～
用户：好的 谢谢，医生说孩子远视储备没有了，有点担心
老师：那宝贝现在眼睛怎么样呐～
用户：有时候会揉眼睛 所以现在不敢让她看了，再这么下去就近视了
老师：因为我们的阅读其实时间并没有很长嘛，我们可以去规划规划时间～
用户：打算电子产品先停一段时间了，我先带着她亲子阅读吧 第一个月的书几乎都没有看呢，现在眼睛比较重要
老师：那我们要不要往后延一延呢～您现在退的话也不太划算嘛
老师：再加上咱们这边后面也要开始涨价了
用户：先不延了  这眼睛也不是一天两天就能恢复点的 
用户：刚上幼儿园眼睛就不好 怕以后就戴眼镜了
老师：我这边可以帮您暂停三个月，后面在看宝贝的眼睛怎么样
用户：不用了 谢谢
老师：那妈妈是在哪儿购买的咱们二阶段呀
老师：因为周末了嘛，我这边没法在后台查
用户：就是体验课后建群 群里老师发的 
老师：妈妈再我们官方商城买的话，你直接去app里面申请售后就可以了
老师：然后退款具体金额，可能就需要我周一的时候去后台查
老师：才能去帮您处理
老师：没关系哈～",78102690,61442,M0,"课程表现：
行为习惯：孩子有时会揉眼睛
生活情况：孩子刚上幼儿园，远视储备不足
家长需求：因孩子眼睛问题，希望退款并暂停电子产品学习
规划安排：决定退款，先进行亲子阅读，不考虑课程延期或暂停
沟通态度：回复积极，主动表达需求"
"用户：您好 甜心今天可能要请假了
用户：下面这个好友申请是怎么回事呢，说也说不清楚，就一个劲打电话让加好友 这是你们的吗
老师：我查一下您后台看看哒
用户：加的不是我的微信 是小孩姥姥的
老师：没事哒
用户：你好，甜心，这两天在外地跟爷爷奶奶玩，可能不能按时完成阅读，等他回来的时候补课",78346361,61442,M2,"课程表现：
行为习惯：
生活情况：孩子甜心这两天在外地跟爷爷奶奶玩
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：您帮忙确认下，这套书已经给我们寄出了嘛？是和小白马那套一起邮寄的嘛
老师：是的，宝贝妈妈，咱们的两套绘本是一起寄出来的哟～
用户：好的，那就应该是都收到了
老师：好的，好的，妈妈也再看一看哈～
用户：未全部完成，今天没来得及陪读，孩子估计以为结束了，就只进行了一半，明天补齐吧，他已经睡了[捂脸]
用户：谢谢老师提醒，辛苦了[玫瑰]
用户：老师 我们有事儿不在家，回家完成阅读[呲牙]",66835326,61442,M0,"课程表现：
行为习惯：
生活情况：家长因有事未陪孩子完成课程，孩子已睡
家长需求：
规划安排：
沟通态度：回复积极，主动沟通"
"用户：你昨晚啥时候给我发了？
老师：不好意思平平妈妈，应该是发漏掉了[捂脸]
用户： 我就说 我没收到
用户：我已经买了3阶
老师：哦，对的对的，平平妈妈我想起来了，那天晚上没有给您发，就是因为您之前已经购买了3间，嗯，可以是9月份这个活动您就不参与了，因为3月份的时候，您买的时候是价格最低，赠品赠课最多的。",57105484,61442,M7,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：家长已购买3阶课程，9月活动不参与
沟通态度：主动沟通"
"用户：你爷爷，爷爷爱说我来大呀，不送吗？哎，可是我骗梦花天龙珠的梦男人思念想故事啊，祝你那些甜的孩子，然后中回家吧。
用户：不行，爷爷，爷爷爱上了大爷爷知上班妈妈小道，天宝，我小老鼠的么？来人于十飞天下皮不爱你爱天，天子爱只，然后就会加班。
用户：不会大家觉得让姐夫好好吃饭黄金分割点刚打电话非奸即盗回房间凤凰凤凰返回翻江倒海电话回访即兴发挥想减肥家，吃鸡吃饭哈发发汗
老师：宝贝在唱什么呢？
老师：今天的阅读宝贝完成没有呀？没有完成的话要先完成阅读再玩哟。
老师：阅读开始了吗？",66929245,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：无有效交流，未体现出明确态度"
"用户：你那个物流信息在给我一下
用户：书都到了吗
用户：对 昨天忘记做了
用户：今天读
用户：老师 在哪儿点开啊
用户：我这个怎么没有啊
用户：我登陆的是 [电话号码]
用户：我就是开的这个号码呀
用户：但我是手机号登陆的啊
用户：切换账号切到哪啊
老师：151****2502 
用户：我就是登陆的这个啊
用户：我就登陆的这个啊
老师： 卢奕
用户：能改成手机号登陆吗
用户：还是不行啊
用户：我用微信登了
老师：咱们要去注销的账号是58035808。
老师：这是一条引用/回复消息：
"" 卢奕""
------
用这个微信去登的吗？
用户：怎么注销
用户：好了
用户：怎么这么麻烦",57865197,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心孩子课程，希望顺利登陆课程账号让孩子进行学习
规划安排：
沟通态度：主动沟通，但对登陆账号流程繁琐表示不满"
"用户：你们这个系统怎么回事，一直这样
用户：经常卡烦死人了
老师：辛苦妈妈在设置里面上传一下日志，明天我让技术排查一下是什么情况导致的。",14928496,61442,M3,"课程表现：
行为习惯：
生活情况：
家长需求：希望解决课程系统卡顿问题
规划安排：
沟通态度：因系统卡顿问题主动沟通且态度急切"
"用户：你们有没有拼音发声图
老师：淘淘妈妈，宝贝现在是多大了呀？是妈妈你这边想给宝贝做拼音学习了吗？
老师：这是一条引用/回复消息：
""xxf：
你们有没有拼音发声图""
------
这个我得去问一下
用户：5岁
老师：这是一条引用/回复消息：
""叫叫阅读?楠夕姐姐：
[三阶内容详解.pdf]""
------

是这个
用户：打不开了
老师：这个淘淘妈妈
用户：之前问的是不能同时两个阶段学的嘛
老师：可以同时学习的，只是说会用到新的账号
用户：就是我不能用我的账号开，可以用家人的
老师：对哒~
老师：可以在同一设备阅读~
用户：3阶就是大班，4阶就是一年级吗
老师：对滴~
用户：寒暑假有课吗
老师：有课的，淘淘妈妈，也是一年的时间阅读，只有国庆和春节放假，平时都是工作日每天更新阅读",67404968,61442,M2,"课程表现：
行为习惯：
生活情况：孩子淘淘5岁
家长需求：家长关心拼音学习资源，对课程阶段设置、能否多阶段学习及假期课程安排有需求
规划安排：
沟通态度：主动沟通"
"用户：你们系统是不是有问题
用户：视频加载半天加载不出来
用户：我们只能晚上学
用户：白天没时间
老师：好的，可以的哈~
用户：「2.17二阶阅读开始啦?铱铱姐姐：[图片]」
- - - - - - - - - - - - - - -
可以用积分兑换是吗
老师：这是咱们的活动规则哟～
用户：需要配文吗
用户：已经上传了
用户：我现在还可以分享吗
老师：上传成功了，一周只有一次哟～
用户：铱铱老师，我兑换的天文望远镜在哪里可以看订单发货信息呢
老师：已经兑换了嘛？
用户：是的
老师：这两个地方应该就是可以看到的～
用户：好的 我看下
用户：您那边能联系下物流送货上门吗[呲牙]
老师：这个物流我这边没办法呐~",66816430,61442,M0,"课程表现：
行为习惯：
生活情况：孩子只能晚上学习，白天没时间
家长需求：
规划安排：
沟通态度：回复积极，主动沟通"
"用户：你们是真麻烦
用户：关注了
老师：睡前记得阅读哟
用户：你好，请问现在没有识字卡了么
用户：我刚刚看了下寄来的东西，只有故事书和古诗",62670307,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长关注课程配套物品，对识字卡是否有存在疑问
规划安排：
沟通态度：家长一开始觉得麻烦，后主动询问课程物品情况，态度有所转变"
"用户：你们视频怎么回事？会滋滋滋响
用户：就这个绘本的时候
用户：其他的不会
用户：我观察了下。在“日有所获”环节，都会有滋啦滋啦的电流干扰声，其他界面不会
老师：玥宝妈妈，是每天都有吗
用户：是的，回去看以前的，也都是这样的
用户：你们可以自己听听看
老师：稍等一下，马上看一下哦
用户：不是企鹅
老师：这是日有所获的环节呢
用户：是小鸡
用户：你的日有所获不是小鸡的？
用户：是之前的那个
用户：今天的还没学
老师：宝贝妈妈可以录制一个视频呢，我先定位一下位置呢
用户：你看能不能听见
用户：那个噗噗噗的声音
用户：你看我录了最近几个课程的
用户：都是这样的日有所获里面的小鸡说话就会有噗噗噗的噪音
用户：你录制的这个视频好像也有一点那个声音啊。你自己没听到么？
老师：没有啊~
用户：那你听我的能听出来吗？
用户：你同一个视频你那边不会这样么？
用户：长颈鹿啊医生啊这个的
用户：我发的你听得出来么？
老师：我再看看哦
老师：视频不是很明显呢
老师：我再看看呢
用户：我这边很明显
用户：就类似电流干扰
老师：宝贝妈妈，确实我们排查了一下没有这个声音，不知道是不是背景音乐呢
老师：我们看了您的视频和我们自己的设备都是没有电流声音的只有背景音乐呢
用户：关键是其他界面不会呀
用户：就是同在叫叫里面，其他单元不会呀
老师：就是不同内容背景音乐会有不同的
用户：那你是说背景音乐的原因？
用户：那你们怎么解决呢？
用户：每次都是日有所获会这样
用户：其他不会
用户：奇了怪了
老师：您试下呢
用户：
还是一样
用户：就是小鸡说的时候就这样
老师：那宝宝妈妈先上传日志，我们反馈一下呢
用户：你认真听，真的有
用户：而且是小鸡说话才有
用户：小鸡不说话没有
用户：我听自己录的视频都能听到为什么你听不到？
用户：你有认真在听么？
用户：找个安静的地方听
用户：我最后发的这个视频，你找个安静的地方听，真的有，听完
用户：要不你看咱们能语音么？
用户：我能语音我给你听听看？
老师：我们同事都一起研究啦，确实会有一些类似汽泡的音质，您先上传日志
老师：我们让后台技术部排查一下情况哦
用户：主要是每个主题的日有所获都这样，而且我这边听噪音还挺大的。所以就麻烦你们处理处理
老师：您有试着换个设备还是有这个声音吗
用户：好了上传了
老师：您试着换个设备再录制一个视频给我呢，我们再多排查一下呢
用户：不是设备问题呀，因为其他趣味表达，互动阅读啊，阅读大比拼，快乐识字，这些界面都正常
用户：如果是设备问题应该是其他的也会啊
用户：我家就一个平板，
老师：可以用手机登录试试也可以的
用户：手机还没换试试，总不能手机可以以后都让小朋友用手机吧？
用户：小孩子眼睛也要考虑的吧？
老师：一个账号支持2台设备登录的
用户：然到你们的App这个日有所获界面改不了送平板？
用户：然到你们的App这个日有所获界面还匹配不了平板？
用户：手机在另一台登陆，现在不在手上，晚上我试下，再看看
用户：你们也要反馈呀
用户：真是的
老师：是这样的，因为这个小鸡配音可能会声音有点大，声音大就会产生共振现象，所以就要多方排查一下问题呢
用户：那我自己调小声音它也是这样啊
老师：好的，了解情况了
用户：这不是要录视频给你们才放大声音的
用户：要不然你们都听不见呀，这手机录的
用户：要不你跟我语音
用户：我给你听听看？
用户：语音应该可以听出来吧[尴尬]
老师：可以的
用户：晕死了。什么破界面
用户：以前也不会
用户：买了年的怎么就会了
老师：好的，宝妈，了解情况了，我先给您反馈一下哈
用户：测试了。手机不会
用户：平板会
老师：可能就是设备有出声口有灰尘或者有水珠之类的会产生共振，需要清理一下就会好些了哦
用户：不是吧？
用户：如果是设备问题应该都有问题
用户：为什么只有日有所获有问题呢？
用户：那就是没办法解决了对吧？
用户：你们这个软件怎么回事，之前不会的现在也会了
用户：破软件
老师：玥玥妈妈是遇到什么问题了呢？",74304678,61449,M2,"课程表现：
行为习惯：
生活情况：孩子使用平板学习叫叫课程，家里有平板和手机
家长需求：家长希望解决叫叫App日有所获界面小鸡说话时有电流干扰声的问题
规划安排：
沟通态度：沟通积极，但因问题未解决而情绪激动、态度不满"
用户：你们前期的工作人员给我说买。叫叫阅读要给我送拼音课程那么现在都还没有添加,76719063,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望叫叫阅读按照前期工作人员承诺添加赠送的拼音课程
规划安排：
沟通态度：主动沟通"
"用户：你们的课程可以投电视吗？
老师：只要您的手机它是可以投屏的，APP的内容也是可以投屏到电视上的。
用户：手机投屏那个信号好差
用户：没有其他转换器吗
老师：目前没有别的转换器呢。",67145177,61442,M5,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望课程有更好的投屏方式，关注课程投屏功能
规划安排：
沟通态度：主动沟通，积极询问课程投屏相关问题"
"用户：你们的教材到底能不能寄给我呀[掩面][掩面]
用户：上次的都没收到
用户：麻烦查询一下或者重新给我发  谢谢
用户：好的  麻烦了
用户：是暂停过啊
用户：没收到啊
用户：你查一下就知道我又没有收到了
用户：收到了我也不会让你再发给我啊
用户：就是没收到
用户：[捂脸]要不要给地址你
用户：搞得好像我骗你们教材一样
用户：上次的咨询师我也跟她说过没有收到
用户：不过后来小朋友跟老人回老家  就停课了
用户：那个绘本也没下文
用户：[详细地址]一巷49号   徐小燕   [电话号码]
用户：[破涕为笑]这是体验课的绘本吧
用户：这是我回复的
用户：好吧   我回去看看",76996017,61442,M0,"课程表现：
行为习惯：
生活情况：孩子和老人回老家，课程曾暂停
家长需求：家长希望查询并重新寄送未收到的教材
规划安排：
沟通态度：主动沟通，对未收到教材问题较急切"
"用户：你们北师大能力测试在哪里
用户：我没有找到
老师：宝贝妈妈，您点开咱们的App右上角有没有日历和全部这一项呢？
老师：辛苦啦～
老师： 39200493",37600200,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望了解北师大能力测试在App中的位置
规划安排：
沟通态度：主动沟通"
"用户：你看下送我们的叫叫绘本，是不是用微信登录了
用户：我刚下载的叫叫绘本怎么没有会员
老师：稍等我查一下
用户：微信也没有呢？
用户：不是报名叫叫阅读2阶
老师：我联系一下一阶指导师，看看是不是发的短信激活码
用户：嗯，我找不到了，你问下吧
用户：我刚想起来，激活
用户：是这个老师了好像
用户：我也弄不清楚了，送的绘本我没激活，刚下载的
用户：叫叫阅读，就是上课的这个app吧？
老师：对的
用户：怎么都没有？
老师：您再点一下这个，点进去可以看详细
老师：妈妈点一下权益领取
用户：就送了一个月的绘本？
用户：激活了
用户：那这个次卡在哪看了
用户：绘本次券
用户：嗯嗯，那我下载下
用户：上次的3张也领取成功了，但是都不显示
用户：我看下
老师：账号管理您点一下类
用户：这是怎么回事？
用户：是不是我用微信登录过？
老师：您稍等一下，您看看我的-uid 是多少呢
用户：点过注销了
用户：我现在登录上学习的账号了，没影响
老师：那就没事
老师：因为宝贝平时阅读的账号是59973303
用户：微信的是这个
用户：嗯嗯，等注销成功了，我绑定下，要不然太麻烦了
用户：嗯嗯  好的
用户：嗯嗯   行   
用户：嗯嗯   好的",59973303,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：希望解决叫叫绘本会员激活、次卡显示及账号绑定等课程使用问题
规划安排：
沟通态度：回复积极，主动沟通课程使用问题"
"用户：你看看我弄好了吗
老师：今日阅读完成了哦~[强]
老师：好的，可以的哦，没问题[玫瑰]
用户：没有声音
老师：宝贝妈妈，不好意思回复晚了
老师：咱们可以把app卸载了重新下载一下看试试行不行呢，因为有时候会因为网络问题app数据接入卡顿哦",78428008,61449,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通，向老师反馈app没有声音的问题"
"用户：你看看第二册的书我的快递到哪里了
用户：我没收到书呢
用户：我等会到家看看
老师：好的呢，妈妈先找一找。
老师：妈妈那个快递是家里面人也没有取到，然后快递点那边也没有吗？
用户：您这边补发我还要补钱么？
老师：不需要哦，是有快递联系您吗
用户：确实我取走了
老师：说是叫叫的还是您那边的快递站阿
用户：我也不知道是哪边的
用户：快过年了，家里收拾东西不知道放哪里了
老师：叫叫这边补发都是不会收您费用的，但是会联系快递追责。
用户：不是快递的原因
老师：那联系您的是让您付多少，怎么付呀
老师：我去核实一下到底是什么情况
用户：说给我补发了，然后如果是我取的，到时候支付您这边的钱[晕]
老师：让您转给我吗[天啊]
用户：后面没说了[晕]，我有点懵逼，所以来问问您这边
老师：那您等我先和物流那边核实一下
老师：睡前记得阅读哟",67115343,61442,M0,"课程表现：
行为习惯：
生活情况：临近过年，家里收拾东西，家长找不到已取走的叫叫第二册书
家长需求：询问叫叫补发书籍是否需补钱
规划安排：
沟通态度：主动沟通，积极询问情况"
"用户：你家太麻烦了不会整
老师：手机奶奶，这个只需要几个步骤，就是先扫码，然后选礼物，然后等小九完成五级阅读之后，你再扫码进去，点击分享，分享到朋友圈，两个小时之后呢，你再扫码进去啊，分享到朋友圈截图上传了就可以获得了，是每周有一个这样一个分享优惠打卡的活动。",67313320,61442,M7,"课程表现：
行为习惯：
生活情况：孩子由奶奶照顾
家长需求：
规划安排：
沟通态度：认为操作麻烦，态度较消极"
用户：你好这边可以在拉一个家长进来吗,67335199,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：你好有叫叫阅读2阶的识字清单吗？
老师：宝贝妈妈，咱们识字都在app里面哦
用户：有没有清单？
老师：这个没有哦，显示在app内呢，有字卡精灵哦
用户：在APP哪里可以看到？
老师：宝贝妈妈，在这里显示哦
老师： 不客气o ~[玫瑰]",78267162,61449,M2,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望获取叫叫阅读2阶的识字清单
规划安排：
沟通态度：回复积极"
"用户：你好现在不是学的2阶吗，要是3阶购买了什么时候开始呢？
用户：那就是购买了就先放着，2阶结束了直接学习3阶就好了是吧！
老师：这是一条引用/回复消息：
""那就是购买了就先放着，2阶结束了直接学习3阶就好了是吧！""
------
对的壮壮妈妈
用户：好的，知道了！
用户：现在购买了到时候优惠活动送的礼物还有吗？
用户：你好，我打算续订但你给的通道打不开，我从叫叫APP里没找到！
老师：现在也打不开吗？壮壮妈妈
用户：摁上出现这样
老师：不好意思壮壮妈妈，昨天事情比较多，没有及时回你消息
老师：不是搜索，是直接点击就可以打开哟
用户：好的，谢谢！
用户：我已经购买了唉！
用户：你好，口算，识字领成功了去哪找相关内容啊？
老师：要下载对应的app，叫叫口算app和叫叫识字app
老师：然后用短信发你的激活码兑换即可使用
老师：壮壮妈妈
用户：好的，谢谢！",67068961,61442,M2,"课程表现：
行为习惯：
生活情况：孩子叫壮壮，正在学习叫叫2阶课程
家长需求：家长关心课程购买时间、优惠活动及内容领取方式，有续订需求
规划安排：家长已续订叫叫3阶课程，打算2阶结束后开始学习
沟通态度：回复积极，主动沟通课程续订相关事宜"
"用户：你好问一下
用户：叫叫2阶的快乐识字，礼盒里面有没有卡片
用户：识字的卡片
用户：要配合绘本一起看
用户：可以发我一下吗
用户：我在打印
用户：「五一不停更?小知：[文件]汉语游戏（二）-68.pdf」
- - - - - - - - - - - - - - -
这个吗
用户：这些字教了吗
用户：这个就是我们自己打印对吧
用户：没有单独的
老师：对的呢~
用户：一阶段的是哪些字呀 
用户：我忘记了
用户：最近才开始关注起来 一阶在老人家里读的  我想帮孩子把汉字认识一下
用户：一阶的时候没好好弄
老师：然后我看当时妈妈一阶当时有送一个叫叫识字的vip年卡的，您试一下看看还能不能用呢
用户：可以和你们后台申请补买一套识字卡片吗
用户：目前找不到 我回去找找看
老师：好嘞~
用户：现在快乐识字和叫叫识字内容不一样的吗
用户：你好我们二阶大概读到几月份呀
老师：要读到26年1月23日哦
用户：现在都是配套书本一起读的吗",66860821,61442,M3,"课程表现：
行为习惯：
生活情况：孩子一阶课程在老人家里读，家长最近开始关注孩子学习
家长需求：家长很关心孩子识字学习，希望帮孩子认识汉字
规划安排：
沟通态度：主动沟通"
"用户：你好是两个多月一发书么
用户：你好 我这个可以转三么
老师：宝贝妈妈，我们我帮您查询一下哦
老师：咱们是宝宝目前觉得太简单了吗
用户：他平时看的书都比这个复杂
用户：算了
用户：那么滴吧
老师：怎么了呢
老师：妈妈是怎么计划的呢
用户：搜了一下 三阶内容
用户：感觉跨度有点大
老师：三阶段适合5~6.5岁的宝宝
用户：我先看着吧
老师：2阶段目前是由易到难，如果后期还是觉得比较简单，咱们可以一起给宝宝订上，穿插着看
老师：咱们班也有这样去做安排的
用户：就是二三一起看呗
用户：一天看俩
用户：这样？
老师：是的哦~
用户：怎么分享
用户：今天的答案是什么呀
老师：宝贝妈妈，今天和昨天的答案都一起发送给您哦",78470430,61449,M2,"课程表现：孩子觉得目前课程简单，平时看的书比课程内容复杂
行为习惯：
生活情况：
家长需求：希望解决课程难度不匹配问题
规划安排：先继续看当前课程，考虑二、三阶课程穿插学习
沟通态度：回复积极，主动沟通课程安排和分享答案问题"
"用户：你好每次法这个信息是什么意思
老师：这个应该是做周周分享的，就是点击链接会出现一个专属的自己海报，把海报分享出去，如果有别人领了体验包的话，就可以获得这些内容。",65914622,61442,M3,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通"
用户：你好老师从哪可以阅读免费识字？[微笑],25882585,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望获取免费识字阅读渠道
规划安排：
沟通态度：主动沟通"
